drugbank,drugbank_cid
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,cid17748441
N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,cid9998128
N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE,cid9547919
N-Acetyl-N'-Beta-D-Glucopyranosyl Urea,cid446801
N-Aminoethylmorpholine,cid408285
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,cid135449325
N-Benzoyl-N'-Beta-D-Glucopyranosyl Urea,cid446600
"N-Butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-Dihydroxy-13-Methyl-7,8,9,11,12,13,14,15,16,17-Decahydro-6h-Cyclopenta[a]Phenanthren-7-Yl]-N-Methylundecanamide",cid46936808
N-Butyl-N'-Hydroxyguanidine,cid447030
N-Ethyl-5'-Carboxamido Adenosine,cid6604901
N-Formylmethionine,cid439750
N-Isopropyl-N'-Hydroxyguanidine,cid447029
N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,cid11608401
"N-METHYL-4-{[(2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE",cid4477128
"N-METHYL-{4-[2-(7-OXO-6,7-DIHYDRO-8H-[1,3]THIAZOLO[5,4-E]INDOL-8-YLIDENE)HYDRAZINO]PHENYL}METHANESULFONAMIDE",cid4477129
"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",cid5388929
N-Omega-Hydroxy-L-Arginine,cid123895
N-Omega-Propyl-L-Arginine,cid447180
N-Tridecanoic Acid,cid12530
N-Trimethyllysine,cid440121
N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE,cid16750040
"N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE",cid16043304
"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",cid24963048
N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,cid17755582
"N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea",cid656949
"N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide",cid5288395
N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,cid5289214
N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,cid5288147
N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide,cid588963
N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE,cid449241
"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",cid24798741
N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE,cid3540
"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",cid11427975
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,cid135566361
"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",cid24883488
"N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE",cid25011730
"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",cid447962
"N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",cid447957
"N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE",cid24778473
"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",cid447652
N-[4-(2-{2-[3-(2-Bromo-Acetylamino)-Propionylamino]-3-Hydroxy-Propionylamino}-Ethyl)-Phenyl]-Oxalamic Acid,cid17753978
N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE,cid4708
N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,cid25138294
"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",cid5287470
N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-,cid46937120
N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,cid4327
"N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE",cid10138993
"N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE",cid4369497
"N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE",cid6102822
N-[N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-Butyl]-Guanidine,cid5288145
N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide,cid24893974
"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",cid10361208
"N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide",cid10089048
"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",cid42647297
N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,cid24941253
N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,cid24963046
"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",cid6918710
"N-cyclopropyl-6-[(6,7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide",cid11441375
"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",cid10134493
"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",cid5494411
"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide",cid24836811
N-phenyl-1H-pyrazole-3-carboxamide,cid680935
"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine",cid24180721
"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",cid25021186
"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",cid24798097
N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine,cid656911
N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid,cid46936715
"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",cid24180720
N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE,cid9549303
"N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",cid24180719
"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",cid22479942
N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE,cid16040281
"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",cid6914568
"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-",cid5494386
"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE",cid23647357
"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE",cid23647358
"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE",cid46937062
N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan,cid42627769
"N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane",cid11740154
N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide,cid5287869
N5-(1-Imino-3-Butenyl)-L-Ornithine,cid5289554
N5-Iminoethyl-L-Ornithine,cid107984
N6-Benzyl Adenosine-5'-Diphosphate,cid46936250
NADH,cid439153
NGX267,cid10013505
NPS-2143,cid6918446
NU1025,cid135398517
NXN-188,cid242911
Nabilone,cid5284592
Nabiximols,cid44148067
Nabumetone,cid4409
Nadolol,cid39147
Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate,cid5702548
Nadroparin,cid772
Nafamostat,cid4413
Nalbuphine,cid5311304
Naldemedine,cid54732242
Nalmefene,cid5284594
Naloxone,cid5284596
Naltrexone,cid5360515
Naluzotan,cid11430856
Nandrolone decanoate,cid9677
Nandrolone phenpropionate,cid229455
Naphazoline,cid4436
Naphthalene Trisulfonate,cid4437
Naphthyridine Inhibitor,cid5287512
Naproxen,cid156391
Naratriptan,cid4440
Naringenin,cid932
Nateglinide,cid5311309
Naveglitazar,cid9888484
Navitoclax,cid24978538
Nebivolol,cid71301
Nedocromil,cid50294
Nefazodone,cid4449
Neflamapimod,cid3038525
Nelotanserin,cid11683556
Neomycin,cid8378
Nepafenac,cid151075
Neramexane,cid6433106
Neratinib,cid9915743
Nesiritide,cid71308561
Netarsudil,cid66599893
Netupitant,cid6451149
Nicardipine,cid4474
Nicergoline,cid34040
Nicotinamide,cid936
Nicotine,cid89594
Nifedipine,cid4485
Niflumic Acid,cid4488
Niguldipine,cid1236
Nilotinib,cid644241
Nilutamide,cid4493
Nilvadipine,cid4494
Nimesulide,cid4495
Nimodipine,cid4497
Nintedanib,cid135423438
Niraparib,cid24958200
Nisoldipine,cid4499
Nitrazepam,cid4506
Nitrendipine,cid4507
Nitroarginine,cid440005
Nitroaspirin,cid119032
Nitroglycerin,cid4510
Nizatidine,cid3033637
Nojirimycine Tetrazole,cid445245
Nomifensine,cid4528
Nonivamide,cid2998
Norelgestromin,cid9568628
Norepinephrine,cid439260
Norethisterone,cid6230
Norethynodrel,cid6231
Norgestimate,cid6540478
Norgestrel,cid13109
Nortriptyline,cid4543
Novo Nordisk a/S Compound,cid1829
Nylidrin,cid4567
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",cid4858
"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine",cid42627755
"N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",cid24856363
"N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",cid9822610
"N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",cid24941243
O-acetyl-L-serine,cid99478
O2-Sulfo-Glucuronic Acid,cid46936333
O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,cid4566
OLOMOUCINE II,cid5494414
OPC-28326,cid219020
OSI-930,cid9868037
Obatoclax,cid11404337
Obinepitide,cid42629124
Ocaperidone,cid71351
Octanoyl-Coenzyme A,cid445344
Octocrylene,cid22571
Octreotide,cid448601
Olanzapine,cid135398745
Olaparib,cid23725625
Olcegepant,cid6918509
Oleic Acid,cid445639
Olmesartan,cid158781
Olmutinib,cid54758501
Olodaterol,cid11504295
Olomoucine,cid4592
Olopatadine,cid5281071
Omega-3 fatty acids,cid56842239
Omeprazole,cid4594
Ondansetron,cid4595
Orciprenaline,cid4086
Orlistat,cid3034010
Orphenadrine,cid4601
Osanetant,cid219077
Osimertinib,cid71496458
Ospemifene,cid3036505
Otamixaban,cid5496659
Ouabain,cid439501
Oxalic Acid,cid971
Oxamic Acid,cid974
Oxandrolone,cid5878
Oxaprozin,cid4614
Oxazepam,cid4616
Oxcarbazepine,cid34312
Oxibendazole,cid4622
Oxprenolol,cid4631
Oxtriphylline,cid656652
Oxybenzone,cid4632
Oxybutynin,cid4634
Oxycodone,cid5284603
Oxymetazoline,cid4636
Oxymetholone,cid5281034
Oxymorphone,cid5284604
Oxyphenbutazone,cid4641
Oxyphencyclimine,cid4642
Oxyphenonium,cid5749
Oxytocin,cid439302
P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid,cid447834
P-Anisic Acid,cid7478
PARA-(BENZOYL)-PHENYLALANINE,cid7020128
PAS219,cid5287461
PASBN,cid5289215
PD-0325901,cid9826528
PH-797804,cid22049997
"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",cid5330608
PNU177836,cid5289442
PPL-100,cid513956
PR-104,cid11455973
PRX-07034,cid23653584
PX-12,cid219104
PX-478,cid11234794
Paclitaxel,cid36314
Paclitaxel docosahexaenoic acid,cid6918473
Pagoclone,cid131664
Palbociclib,cid5330286
Palifosfamide,cid100427
Paliperidone,cid115237
Palmitic Acid,cid985
Pamidronate,cid4674
Pancuronium,cid441289
Panobinostat,cid6918837
Papaverine,cid4680
Para-Mercury-Benzenesulfonic Acid,cid65258
Para-Toluene Sulfonate,cid6101
Pardoprunox,cid6918525
Parecoxib,cid119828
Paricalcitol,cid5281104
Paroxetine,cid43815
Pasireotide,cid9941444
Patupilone,cid448013
Pazopanib,cid10113978
Pegaptanib,cid56603655
Pegdinetanib,cid86278317
Pelitinib,cid6445562
Penbutolol,cid37464
Pentagastrin,cid9853654
Pentaglyme,cid70931
Pentanal,cid8063
Pentazocine,cid441278
Pentobarbital,cid4737
Pentolinium,cid5850
Pentosan Polysulfate,cid37720
Pentoxifylline,cid4740
Pentoxyverine,cid2562
Perampanel,cid9924495
Pergolide,cid47811
Perhexiline,cid4746
Perifosine,cid148177
Perindopril,cid107807
Permethrin,cid40326
Perospirone,cid115368
Perphenazine,cid4748
Pethidine,cid4058
Phenacetin,cid4754
Phencyclidine,cid6468
Phendimetrazine,cid30487
Phenethyl Isothiocyanate,cid16741
Phenformin,cid8249
Phenindamine,cid11291
Pheniramine,cid4761
Phenmetrazine,cid4762
Phenobarbital,cid4763
Phenolphthalein,cid4764
Phenoxybenzamine,cid4768
Phenserine,cid192706
Phentermine,cid4771
Phentolamine,cid5775
Phenyl salicylate,cid8361
Phenylbutazone,cid4781
Phenylephrine,cid6041
Phenylphosphate,cid12793
Phenylpropanolamine,cid26934
Phenytoin,cid1775
Pholcodine,cid5311356
Phosphatidyl ethanol,cid4369442
Phosphatidylethanolamine,cid5327011
Phosphoaminophosphonic Acid Guanylate Ester,cid135403657
Phosphoaminophosphonic Acid-Adenylate Ester,cid33113
Phosphoenolpyruvate,cid1005
Phosphonoacetohydroxamic Acid,cid445375
Phosphonothreonine,cid10976469
Phosphonotyrosine,cid30819
Phosphorylcolamine,cid1015
Phthalic Acid,cid1017
Phylloquinone,cid5284607
Physostigmine,cid5983
Piclamilast,cid154575
Picrotoxin,cid31304
Pidolic Acid,cid7405
Pilaralisib,cid56599306
Pilocarpine,cid5910
Pimavanserin,cid10071196
Pimecrolimus,cid6509979
Pimozide,cid16362
Pindolol,cid4828
Pioglitazone,cid4829
Pipamperone,cid4830
Pipecuronium,cid50192
Piperazine,cid4837
Pipotiazine,cid62867
Pipradrol,cid10083
Pirbuterol,cid4845
Pirenzepine,cid4848
Piribedil,cid4850
Pirlindole,cid68802
Piroxicam,cid54676228
Pitavastatin,cid5282452
Pizotifen,cid27400
Platelet Activating Factor,cid108156
Plerixafor,cid65015
Plinabulin,cid9949641
Podofilox,cid10607
Polaprezinc,cid51051629
Polyestradiol phosphate,cid66435
Pomalidomide,cid134780
Ponatinib,cid24826799
Porfimer sodium,cid135577896
Potassium,cid5462222
Potassium Chloride,cid4873
Pozanicline,cid178052
Pracinostat,cid49855250
Practolol,cid4883
Pramipexole,cid119570
Pramlintide,cid70691388
Pranlukast,cid4887
Prasterone,cid5881
Pravastatin,cid54687
Prazepam,cid4890
Prazosin,cid4893
Pregabalin,cid5486971
Prenylamine,cid9801
Prilocaine,cid4906
Primidone,cid4909
Probucol,cid4912
Procainamide,cid4913
Procaine,cid4914
Procaterol,cid4916
Prochlorperazine,cid4917
Procyclidine,cid4919
Proellex,cid9806190
Progabide,cid44115
Progesterone,cid5994
Promazine,cid4926
Promethazine,cid4927
Propacetamol,cid68865
Propafenone,cid4932
Propantheline,cid4934
Propentofylline,cid4938
Propericiazine,cid4747
Propiomazine,cid4940
Propiverine,cid4942
Propofol,cid4943
Propranolol,cid4946
Propyl Gallate,cid4947
Prostaglandin G2,cid5280883
Protokylol,cid4969
Protoporphyrin,cid4971
Protoporphyrin Ix Containing Co,cid4972
Protoporphyrin Ix Containing Zn,cid3802528
Pseudoephedrine,cid7028
Purvalanol,cid448991
Purvalanol A,cid456214
Putrescine,cid1045
Pyrantel,cid708857
Pyrazole,cid1048
Pyridoxal Phosphate,cid1051
Pyruvic acid,cid1060
Quazepam,cid4999
Quercetin,cid5280343
Quetiapine,cid5002
Quinacrine,cid237
Quinagolide,cid3086401
Quinestrol,cid9046
Quinethazone,cid6307
Quinidine,cid441074
Quinidine barbiturate,cid53461739
Quinine,cid3034034
Quisqualate,cid40539
Quizartinib,cid24889392
R1295,cid70329
R411,cid61516
RAF-265,cid11656518
RALOXIFENE CORE,cid445920
"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",cid447446
RH-1,cid394347
RU78191,cid75791
RU78262,cid5287463
RU78299,cid5287465
RU78300,cid5287488
RU78783,cid447537
RU79072,cid447532
RU79073,cid5287550
RU79256,cid447536
RU81843,cid447518
RU82129,cid5287555
RU82197,cid5287443
RU82209,cid447523
RU83876,cid447527
RU84687,cid5287544
RU85053,cid447524
RU85493,cid5287515
RU90395,cid447522
Racepinephrine,cid838
Raclopride,cid3033769
Radicicol,cid6323491
Radotinib,cid16063245
Ragaglitazar,cid447458
Raloxifene,cid5035
Ramelteon,cid208902
Ranitidine,cid3001055
Ranolazine,cid56959
Rasagiline,cid3052776
Regadenoson,cid219024
Reglixane,cid154000
Regorafenib,cid11167602
Relcovaptan,cid60943
Remifentanil,cid60815
Remoxipride,cid54477
Repaglinide,cid65981
Repinotan,cid198757
Reserpine,cid5770
Resiniferatoxin,cid5702546
Resiquimod,cid159603
Resveratrol,cid445154
Rhein,cid10168
Ribociclib,cid44631912
Ribostamycin,cid33042
Ricinoleic Acid,cid643684
Ridaforolimus,cid11520894
Ridogrel,cid5362391
Rifabutin,cid135398743
Rilmenidine,cid68712
Riluzole,cid5070
Rimonabant,cid104850
Ripasudil,cid9863672
Risedronate,cid5245
Risperidone,cid5073
Ritanserin,cid5074
Ritodrine,cid33572
Rivanicline,cid5310967
Rivaroxaban,cid9875401
Rizatriptan,cid5078
Robalzotan,cid3055171
Rofecoxib,cid5090
Roflumilast,cid449193
Rolicyclidine,cid62436
Rolipram,cid5092
Romidepsin,cid5352062
Ronacaleret,cid10345214
Ropinirole,cid5095
Rosiglitazone,cid77999
Rosuvastatin,cid446157
Rotigotine,cid59227
Roxadustat,cid11256664
Roxatidine acetate,cid5105
Rucaparib,cid9931954
Rufinamide,cid129228
Rupatadine,cid133017
Ruxolitinib,cid25126798
"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",cid1331
"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",cid1337
"S,S-(2-Hydroxyethyl)Thiocysteine",cid170018
"S-(2,4-dinitrophenyl)glutathione",cid97535
S-(4-BROMOBENZYL)CYSTEINE,cid5289112
S-(Dimethylarsenic)Cysteine,cid46936846
S-(P-Nitrobenzyl)Glutathione,cid97538
S-23,cid24892822
S-3-(4-FLUOROPHENOXY)-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE,cid5288215
S-Ethyl-N-Phenyl-Isothiourea,cid347590
S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,cid3311
S-Ethylisothiourea,cid5139
S-Hexylglutathione,cid97536
S-Hydroxycysteine,cid165339
S-Isopropyl-Isothiourea,cid445319
S-Mercaptocysteine,cid165331
S-Methylcysteine,cid24417
S-NONYL-CYSTEINE,cid46937099
S-Octylglutathione,cid443115
S-adenosyl-L-homocysteine,cid439155
S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE,cid46937083
SB-269970,cid6604889
SB-409513,cid448008
SB220025,cid5164
SC-236,cid9865808
SC-74020,cid5288596
SD118,cid139135915
SF1126,cid66577114
SGS-742,cid130021
SGS518,cid21071390
SLV319,cid11179267
SNS-032,cid3025986
SNS-314,cid24995524
SNX-5422,cid44195571
SR 140333,cid108166
SR-123781A,cid145996625
SR-9009,cid57394020
SR-9011,cid57394021
SRT501,cid445154
SU4984,cid5306
SU9516,cid5289419
SUVN-502,cid10073773
Salbutamol,cid2083
Salicylic acid,cid338
Salmeterol,cid5152
Salmon Calcitonin,cid16129616
Salsalate,cid5161
Saprisartan,cid60921
Sapropterin,cid135398654
Saredutant,cid104974
Sarizotan,cid6918388
Sarpogrelate,cid5160
Scopolamine,cid3000322
Se-Ethyl-Isoselenourea,cid449633
Secobarbital,cid5193
Secretin,cid16129665
Selenocysteine,cid6326983
Seletracetam,cid9942725
Selexipag,cid9913767
Seliciclib,cid160355
Selisistat,cid5113032
Semaglutide,cid56843331
Semaxanib,cid5329098
Seocalcitol,cid5288149
Seractide acetate,cid118984407
Seratrodast,cid2449
Serotonin,cid5202
Sertindole,cid60149
Sertraline,cid68617
Setiptiline,cid5205
Sevoflurane,cid5206
Sibutramine,cid5210
Sildenafil,cid135398744
Silodosin,cid5312125
Simvastatin,cid54454
Sirolimus,cid5284616
Sitaxentan,cid216235
Sobetirome,cid9862248
Sodium Tetradecyl Sulfate,cid23665770
Sodium ferric gluconate complex,cid23693558
Solifenacin,cid154059
Somatostatin,cid16129706
Sonidegib,cid24775005
Sorafenib,cid216239
Sotalol,cid5253
Sp7343-Sp7964,cid447450
Spermidine,cid1102
Spermine,cid1103
Spironolactone,cid5833
Stannsoporfin,cid23725028
Stanolone,cid10635
Stanolone acetate,cid11809740
Staurosporine,cid44259
Stearic acid,cid5281
Stiripentol,cid5311454
Succinylcholine,cid5314
Sucralfate,cid121494085
Sucrose,cid5988
Sucrosofate,cid444237
Sufentanil,cid41693
Sulfamethoxazole,cid5329
Sulfasalazine,cid5339
Sulfinpyrazone,cid5342
Sulindac,cid1548887
Sulpiride,cid5355
Sumanirole,cid9818479
Sumatriptan,cid5358
Sunitinib,cid5329102
Suprofen,cid5359
Suramin,cid5361
Suvorexant,cid24965990
Synephrine,cid7172
T131,cid16145453
TAK-475,cid9874248
TAS-108,cid9874874
TBC-3711,cid9911482
TG-100801,cid11973736
TG100-115,cid10427712
"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE",cid445480
"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",cid445481
THIO-ATPA,cid5289517
Talampanel,cid164509
Talbutal,cid8275
Talmapimod,cid9871074
Talnetant,cid5311424
Talniflumate,cid48229
Tamibarotene,cid108143
Tamoxifen,cid2733526
Tamsulosin,cid129211
Tanaproget,cid4369524
Tandutinib,cid3038522
Tanespimycin,cid6505803
Tapentadol,cid9838022
Tapinarof,cid6439522
Tarenflurbil,cid92337
Tasimelteon,cid10220503
Tasosartan,cid60919
Taurine,cid1123
Tazarotene,cid5381
Tegaserod,cid135409453
Telcagepant,cid11319053
Telmisartan,cid65999
Temazepam,cid5391
Temsirolimus,cid6918289
Tenocyclidine,cid62751
Tenoxicam,cid54677971
Terazosin,cid5401
Terbutaline,cid5403
Terfenadine,cid5405
Teriparatide,cid16133850
Terlipressin,cid72081
Tertomotide,cid56843375
Tesaglitazar,cid208901
Tesevatinib,cid10458325
Tesmilifene,cid108092
Tesofensine,cid11370864
Testosterone,cid6013
Testosterone cypionate,cid441404
Testosterone enanthate,cid9416
Testosterone propionate,cid5995
Testosterone undecanoate,cid65157
Tetomilast,cid3025803
Tetrabenazine,cid6018
Tetracaine,cid5411
Tetracosactide,cid16133802
Tetracycline,cid54675776
Tetradecyl hydrogen sulfate (ester),cid8771
Tetrafluoroaluminate Ion,cid5311325
Tetrahydrocannabivarin,cid93147
Tetrahydropalmatine,cid5417
Tetryzoline,cid5419
Tezacaftor,cid46199646
Tezampanel,cid127894
Tezosentan,cid151174
Thalidomide,cid5426
Theobromine,cid5429
Theophylline,cid2153
Thiamylal,cid3032285
"Thieno[2,3-B]Pyridine-2-Carboxamidine",cid5438
Thiethylperazine,cid5440
Thimerosal,cid16684434
Thiocolchicoside,cid9915886
Thionicotinamide-Adenine-Dinucleotide,cid46936823
Thiopental,cid3000715
Thioproperazine,cid9429
Thioridazine,cid5452
Thiothixene,cid941651
Thonzonium,cid5456
Thonzylamine,cid5457
